	icd9_code	short_title	long_title	count
4290	28802	Cyclic neutropenia	Cyclic neutropenia	3
4291	9570	Inj superf nerv head/nck	Injury to superficial nerves of head and neck	3
4292	9579	Injury to nerve NOS	Injury to nerves, unspecified site	3
4293	9580	Air embolism	Air embolism	3
4294	95899	Trauma compart synd NEC	Traumatic compartment syndrome of other sites	3
4295	4559	Residual hemorrhoid tags	Residual hemorrhoidal skin tags	3
4296	4554	Ext thrombos hemorrhoid	External thrombosed hemorrhoids	3
4297	9599	Injury-site NOS	Unspecified site injury	3
4298	4551	Int thrombos hemorrhoid	Internal thrombosed hemorrhoids	3
4299	7283	Muscle disorders NEC	Other specific muscle disorders	3
4300	4541	Leg varicosity w inflam	Varicose veins of lower extremities with inflammation	3
4301	7785	Edema of newborn NEC/NOS	Other and unspecified edema of newborn	3
4302	0041	Shigella flexneri	Shigella flexneri	3
4303	7286	Contracted palmar fascia	Contracture of palmar fascia	3
4304	77984	Meconium staining	Meconium staining	3
4305	27700	Cystic fibros w/o ileus	Cystic fibrosis without mention of meconium ileus	3
4306	27540	Dis calcium metablsm NOS	Unspecified disorder of calcium metabolism	3
4307	9712	Poison-sympathomimetics	Poisoning by sympathomimetics [adrenergics]	3
4308	9747	Pois-uric acid metabol	Poisoning by uric acid metabolism drugs	3
4309	27402	Chr gouty atrph wo tophi	Chronic gouty arthropathy without mention of tophus (tophi)	3
4310	2729	Lipoid metabol dis NOS	Unspecified disorder of lipoid metabolism	3
4311	9839	Toxic effect caustic NOS	Toxic effect of caustic, unspecified	3
4312	9858	Toxic effect metals NEC	Toxic effect of other specified metals	3
4313	9878	Toxic eff gas/vapor NEC	Toxic effect of other specified gases, fumes, or vapors	3
4314	9881	Toxic effect mushrooms	Toxic effect of mushrooms eaten as food	3
4315	9894	Toxic eff pesticides NEC	Toxic effect of other pesticides, not elsewhere classified	3
4316	9899	Tox eff nonmed subst NOS	Toxic effect of unspecified substance, chiefly nonmedicinal as to source	3
4317	9912	Frostbite of foot	Frostbite of foot	3
4318	9913	Frostbite NEC/NOS	Frostbite of other and unspecified sites	3
4319	2707	Straig amin-acid met NEC	Other disturbances of straight-chain amino-acid metabolism	3
4320	44581	Atheroembolism, kidney	Atheroembolism of kidney	3
4321	78066	Feb nonhemo transf react	Febrile nonhemolytic transfusion reaction	3
4322	78072	Functional quadriplegia	Functional quadriplegia	3
4323	2650	Beriberi	Beriberi	3
4324	2589	Polyglandul dysfunc NOS	Polyglandular dysfunction, unspecified	3
4325	25639	Ovarian failure NEC	Other ovarian failure	3
4326	4409	Atherosclerosis NOS	Generalized and unspecified atherosclerosis	3
4327	2548	Diseases of thymus NEC	Other specified diseases of thymus gland	3
4328	2534	Anter pituitary dis NEC	Other anterior pituitary disorders	3
4329	7811	Smell & taste disturb	Disturbances of sensation of smell and taste	3
4330	25023	DMI hprosmlr uncontrold	Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled	3
4331	43840	Lte ef-mplga low lmb NOS	Late effects of cerebrovascular disease, monoplegia of lower limb affecting unspecified side	3
4332	24960	Sec DM neuro nt st uncn	Secondary diabetes mellitus with neurological manifestations, not stated as uncontrolled, or unspecified	3
4333	24911	Sec DM ketoacd uncntrld	Secondary diabetes mellitus with ketoacidosis, uncontrolled	3
4334	6028	Prostatic disorders NEC	Other specified disorders of prostate	3
4335	2459	Thyroiditis NOS	Thyroiditis, unspecified	3
4336	99693	Compl reattached finger	Complications of reattached finger(s)	3
4337	4376	Nonpyogen thrombos sinus	Nonpyogenic thrombosis of intracranial venous sinus	3
4338	23989	Neoplasm other sites NOS	Neoplasms of unspecified nature, other specified sites	3
4339	2388	Uncert behavior neo NEC	Neoplasm of uncertain behavior of other specified sites	3
4340	99771	Vasc comp mesenteric art	Vascular complications of mesenteric artery	3
4341	2380	Unc behav neo bone	Neoplasm of uncertain behavior of bone and articular cartilage	3
4342	2371	Unc behav neo pineal	Neoplasm of uncertain behavior of pineal gland	3
4343	9991	Air embol comp med care	Air embolism as a complication of medical care, not elsewhere classified	3
4344	4350	Basilar artery syndrome	Basilar artery syndrome	3
4345	7828	Changes in skin texture	Changes in skin texture	3
4346	9995			3
4347	43381	Ocl spcf art w infrct	Occlusion and stenosis of other specified precerebral artery with cerebral infarction	3
4348	78341	Failure to thrive-child	Failure to thrive	3
4349	78343	Short stature	Short stature	3
4350	6018	Prostatic inflam dis NEC	Other specified inflammatory diseases of prostate	3
4351	E0008	Externl cause status NEC	Other external cause status	3
4352	4296	Papillary muscle rupture	Rupture of papillary muscle	3
4353	78461	Alexia and dyslexia	Alexia and dyslexia	3
4354	6962	Parapsoriasis	Parapsoriasis	3
4355	4171	Pulmon artery aneurysm	Aneurysm of pulmonary artery	3
4356	E8062	RR acc NEC-pedestrian	Other specified railway accident injuring pedestrian	3
4357	2301	Ca in situ esophagus	Carcinoma in situ of esophagus	3
4358	E8126	Mv coll NOS-ped cycl	Other motor vehicle traffic accident involving collision with motor vehicle injuring pedal cyclist	3
4359	41090	AMI NOS, unspecified	Acute myocardial infarction of unspecified site, episode of care unspecified	3
4360	E8129	Mv collis NOS-pers NOS	Other motor vehicle traffic accident involving collision with motor vehicle injuring unspecified person	3
4361	78601	Hyperventilation	Hyperventilation	3
4362	41022	AMI inferolateral,subseq	Acute myocardial infarction of inferolateral wall, subsequent episode of care	3
4363	40490	Hy ht/kd NOS I-IV w/o hf	Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified	3
4364	2163	Benign neo skin face NEC	Benign neoplasm of skin of other and unspecified parts of face	3
4365	E8212	Oth off-road mv-mocycl	Nontraffic accident involving other off-road motor vehicle injuring motorcyclist	3
4366	E8227	Oth coll mov obj-pedest	Other motor vehicle nontraffic accident involving collision with moving object injuring pedestrian	3
4367	5982	Postop urethral strictur	Postoperative urethral stricture	3
4368	7869	Resp sys/chest symp NEC	Other symptoms involving respiratory system and chest	3
4369	40200	Mal hyp ht dis w/o hf	Malignant hypertensive heart disease without heart failure	3
4370	78704	Bilious emesis	Bilious emesis	3
4371	71226	Pyrophosph cryst-l/leg	Chondrocalcinosis, due to pyrophosphate crystals, lower leg	3
4372	2142	Lipoma intrathoracic	Lipoma of intrathoracic organs	3
4373	38922	Mixed hearing loss,bilat	Mixed hearing loss, bilateral	3
4374	2121	Benign neo larynx	Benign neoplasm of larynx	3
4375	E851	Acc poison-barbiturates	Accidental poisoning by barbiturates	3
4376	59789	Urethritis NEC	Other urethritis	3
4377	38912	Neural hearng loss,bilat	Neural hearing loss, bilateral	3
4378	2101	Benign neoplasm tongue	Benign neoplasm of tongue	3
4379	20979	Sec neuroend tu oth site	Secondary neuroendocrine tumor of other sites	3
4380	E8552	Acc poisn-local anesthet	Accidental poisoning by local anesthetics	3
4381	78833	Mixed incontinence	Mixed incontinence (male) (female)	3
4382	78837	Continuous leakage	Continuous leakage	3
4383	20973	Sec neuroendo tumor-bone	Secondary neuroendocrine tumor of bone	3
4384	E8586	Acc poisn-muscl/resp agt	Accidental poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system	3
4385	38903	Conduc hear loss mid ear	Conductive hearing loss, middle ear	3
4386	E8655	Acc poison-mushrooms	Accidental poisoning from mushrooms and other fungi	3
4387	E8668	Acc pois-solid/liq NEC	Accidental poisoning by other specified solid or liquid substances	3
4388	E8698	Acc poison-gas/vapor NEC	Accidental poisoning by other specified gases and vapors	3
4389	7888	Extravasation of urine	Extravasation of urine	3
4390	78891	Fnctnl urinary incontnce	Functional urinary incontinence	3
4391	20961	Ben carcinoid bronc/lung	Benign carcinoid tumor of the bronchus and lung	3
4392	64841	Mental disorder-deliver	Mental disorders of mother, delivered, with or without mention of antepartum condition	3
4393	E8718	Post-op foreign body NEC	Foreign object left in body during other specified procedures	3
4394	E8744	Instrmnt fail-catheteriz	Mechanical failure of instrument or apparatus during aspiration of fluid or tissue, puncture, and catheterization	3
4395	71238	Chondrocalc NOS-oth site	Chondrocalcinosis, unspecified, other specified sites	3
4396	7321	Juv osteochondros pelvis	Juvenile osteochondrosis of hip and pelvis	3
4397	20920	Mal crcnd prim site unkn	Malignant carcinoid tumor of unknown primary site	3
4398	7324	Juv osteochondrosis leg	Juvenile osteochondrosis of lower extremity, excluding foot	3
4399	6981	Pruritus of genitalia	Pruritus of genital organs	3
4400	20600	Ac mono leu wo achv rmsn	Acute monocytic leukemia, without mention of having achieved remission	3
4401	E8797	Abn react-blood sampling	Blood sampling as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure	3
4402	20310	Pls cl leu w/o achv rmsn	Plasma cell leukemia, without mention of having achieved remission	3
4403	E8845	Fall from furniture NEC	Accidental fall from other furniture	3
4404	6289	Female infertility NOS	Infertility, female, of unspecified origin	3
4405	E8860	Fall in sports	Fall on same level from collision, pushing, or shoving, by or with other person in sports	3
4406	E8918	Fire in bldg-accid NEC	Other accident resulting from conflagration in other and unspecified building or structure	3
4407	E9063	Animal bite NEC	Bite of other animal except arthropod	3
4408	38201	Ac supp OM w drum rupt	Acute suppurative otitis media with spontaneous rupture of eardrum	3
4409	7141	Felty's syndrome	Felty's syndrome	3
4410	E9190	Machine accid-agricult	Accidents caused by agricultural machines	3
4411	7333	Hyperostosis of skull	Hyperostosis of skull	3
4412	E9203	Knife/sword/dagger acc	Accidents caused by knives, swords, and daggers	3
4413	38022	Acute otitis externa NEC	Other acute otitis externa	3
4414	E9209	Acc-cutting instrum NOS	Accidents caused by unspecified cutting and piercing instrument or object	3
4415	7913	Myoglobinuria	Myoglobinuria	3
4416	59370	Vescouretrl rflux unspcf	Vesicoureteral reflux unspecified or without reflux nephropathy	3
4417	E9270	Overxrt-sudn stren mvmt	Overexertion from sudden strenuous movement	3
4418	5929	Urinary calculus NOS	Urinary calculus, unspecified	3
4419	E9292	Late eff acc poisoning	Late effects of accidental poisoning	3
4420	7936	Nonsp abn fnd-abdom area	Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum	3
4421	E9304	Adv eff tetracycline	Tetracycline group causing adverse effects in therapeutic use	3
4422	79399	Nonsp abn find-body NEC	Other nonspecific (abnormal) findings on radiological and other examinations of body structure	3
4423	E9318	Adv eff antimycobac NEC	Other antimycobacterial drugs causing adverse effects in therapeutic use	3
4424	20002	Reticulosarcoma thorax	Reticulosarcoma, intrathoracic lymph nodes	3
4425	E9322	Adv eff ovarian hormones	Ovarian hormones and synthetic substitutes causing adverse effects in therapeutic use	3
4426	79409	Abn cns funct study NEC	Other nonspecific abnormal results of function study of brain and central nervous system	3
4427	E9328	Adv eff antithyroid agnt	Antithyroid agents causing adverse effects in therapeutic use	3
4428	37956	Nystagmus NEC	Other forms of nystagmus	3
4429	1916	Mal neo cerebellum NOS	Malignant neoplasm of cerebellum nos	3
4430	64511	Post term preg-del	Post term pregnancy, delivered, with or without mention of antepartum condition	3
4431	E9380	Adv eff cns muscl depres	Central nervous system muscle-tone depressants causing adverse effects in therapeutic use	3
4432	E9389	Adv eff loc anes NEC/NOS	Other and unspecified local anesthetics causing adverse effects in therapeutic use	3
4433	1884	Mal neo bladder-post	Malignant neoplasm of posterior wall of urinary bladder	3
4434	1883	Mal neo bladder-anterior	Malignant neoplasm of anterior wall of urinary bladder	3
4435	1881	Mal neo bladder-dome	Malignant neoplasm of dome of urinary bladder	3
4436	79539	Nonsp positive cult NEC	Other nonspecific positive culture findings	3
4437	6270	Premenopause menorrhagia	Premenopausal menorrhagia	3
4438	1840	Malign neopl vagina	Malignant neoplasm of vagina	3
4439	1769	Kaposi's sarcoma NOS	Kaposi's sarcoma, unspecified site	3
4440	1764	Lung - kaposi's sarcoma	Kaposi's sarcoma, lung	3
4441	E9451	Adv eff smooth musc relx	Smooth muscle relaxants causing adverse effects in therapeutic use	3
4442	7366	Acq knee deformity NEC	Other acquired deformities of knee	3
4443	1739			3
4444	E9506	Poison-agricult agent	Suicide and self-inflicted poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers	3
4445	E9554	Injury-firearm NEC	Suicide and self-inflicted injury by other and unspecified firearm	3
4446	E9570	Injury-jump fm residence	Suicide and self-inflicted injuries by jumping from residential premises	3
4447	E9580	Injury-moving object	Suicide and self-inflicted injury by jumping or lying before moving object	3
4448	71537	Loc osteoarth NOS-ankle	Osteoarthrosis, localized, not specified whether primary or secondary, ankle and foot	3
4449	37855	External ophthalmoplegia	External ophthalmoplegia	3
4450	E9651	Assault-shotgun	Assault by shotgun	3
4451	E9679	Child abuse NOS	Perpetrator of child and adult abuse, by unspecified person	3
4452	1728	Malig melanoma skin NEC	Malignant melanoma of other specified sites of skin	3
4453	1727	Malig melanoma leg	Malignant melanoma of skin of lower limb, including hip	3
4454	E976	Legal intervention NOS	Injury due to legal intervention by unspecified means	3
4455	37853	Fourth nerve palsy	Fourth or trochlear nerve palsy	3
4456	E9805	Undet pois-med agnt NOS	Poisoning by unspecified drug or medicinal substance, undetermined whether accidentally or purposely inflicted	3
4457	37800	Esotropia NOS	Esotropia, unspecified	3
4458	E9871	Undet fall structure NEC	Falling from other man-made structures, undetermined whether accidentally or purposely inflicted	3
4459	80030	Cl skull vlt fx/hem NEC	Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness	3
4460	1712	Mal neo soft tissue arm	Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder	3
4461	V0189	Communic dis contact NEC	Contact with or exposure to other communicable diseases	3
